Date,Medication,Units_Sold
2023-09-30,Loratadine,88
2023-10-01,Loratadine,105
2023-10-02,Loratadine,124
2023-10-03,Loratadine,128
2023-10-04,Loratadine,113
2023-10-05,Loratadine,84
2023-10-06,Loratadine,91
2023-10-07,Loratadine,91
2023-10-08,Loratadine,101
2023-10-09,Loratadine,121
2023-10-10,Loratadine,118
2023-10-11,Loratadine,109
2023-10-12,Loratadine,80
2023-10-13,Loratadine,80
2023-10-14,Loratadine,80
2023-10-15,Loratadine,97
2023-10-16,Loratadine,118
2023-10-17,Loratadine,112
2023-10-18,Loratadine,99
2023-10-19,Loratadine,82
2023-10-20,Loratadine,66
2023-10-21,Loratadine,78
2023-10-22,Loratadine,92
2023-10-23,Loratadine,103
2023-10-24,Loratadine,110
2023-10-25,Loratadine,99
2023-10-26,Loratadine,79
2023-10-27,Loratadine,72
2023-10-28,Loratadine,82
2023-10-29,Loratadine,80
2023-10-30,Loratadine,100
2023-10-31,Loratadine,99
2023-11-01,Loratadine,94
2023-11-02,Loratadine,70
2023-11-03,Loratadine,65
2023-11-04,Loratadine,63
2023-11-05,Loratadine,69
2023-11-06,Loratadine,97
2023-11-07,Loratadine,90
2023-11-08,Loratadine,78
2023-11-09,Loratadine,66
2023-11-10,Loratadine,69
2023-11-11,Loratadine,69
2023-11-12,Loratadine,72
2023-11-13,Loratadine,88
2023-11-14,Loratadine,80
2023-11-15,Loratadine,80
2023-11-16,Loratadine,62
2023-11-17,Loratadine,58
2023-11-18,Loratadine,51
2023-11-19,Loratadine,65
2023-11-20,Loratadine,79
2023-11-21,Loratadine,81
2023-11-22,Loratadine,65
2023-11-23,Loratadine,55
2023-11-24,Loratadine,54
2023-11-25,Loratadine,56
2023-11-26,Loratadine,67
2023-11-27,Loratadine,74
2023-11-28,Loratadine,69
2023-11-29,Loratadine,66
2023-11-30,Loratadine,59
2023-12-01,Loratadine,44
2023-12-02,Loratadine,45
2023-12-03,Loratadine,58
2023-12-04,Loratadine,70
2023-12-05,Loratadine,61
2023-12-06,Loratadine,62
2023-12-07,Loratadine,55
2023-12-08,Loratadine,50
2023-12-09,Loratadine,43
2023-12-10,Loratadine,58
2023-12-11,Loratadine,70
2023-12-12,Loratadine,69
2023-12-13,Loratadine,58
2023-12-14,Loratadine,38
2023-12-15,Loratadine,45
2023-12-16,Loratadine,53
2023-12-17,Loratadine,58
2023-12-18,Loratadine,65
2023-12-19,Loratadine,64
2023-12-20,Loratadine,62
2023-12-21,Loratadine,49
2023-12-22,Loratadine,33
2023-12-23,Loratadine,48
2023-12-24,Loratadine,47
2023-12-25,Loratadine,60
2023-12-26,Loratadine,65
2023-12-27,Loratadine,52
2023-12-28,Loratadine,41
2023-12-29,Loratadine,43
2023-12-30,Loratadine,37
2023-12-31,Loratadine,49
2023-01-01,Benadryl,56
2023-01-02,Benadryl,66
2023-01-03,Benadryl,51
2023-01-04,Benadryl,53
2023-01-05,Benadryl,52
2023-01-06,Benadryl,38
2023-01-07,Benadryl,46
2023-01-08,Benadryl,54
2023-01-09,Benadryl,54
2023-01-10,Benadryl,61
2023-01-11,Benadryl,56
2023-01-12,Benadryl,50
2023-01-13,Benadryl,32
2023-01-14,Benadryl,48
2023-01-15,Benadryl,53
2023-01-16,Benadryl,52
2023-01-17,Benadryl,59
2023-01-18,Benadryl,59
2023-01-19,Benadryl,40
2023-01-20,Benadryl,36
2023-01-21,Benadryl,43
2023-01-22,Benadryl,48
2023-01-23,Benadryl,60
2023-01-24,Benadryl,65
2023-01-25,Benadryl,57
2023-01-26,Benadryl,47
2023-01-27,Benadryl,46
2023-01-28,Benadryl,43
2023-01-29,Benadryl,48
2023-01-30,Benadryl,67
2023-01-31,Benadryl,51
2023-02-01,Benadryl,58
2023-02-02,Benadryl,47
2023-02-03,Benadryl,39
2023-02-04,Benadryl,47
2023-02-05,Benadryl,57
2023-02-06,Benadryl,59
2023-02-07,Benadryl,59
2023-02-08,Benadryl,54
2023-02-09,Benadryl,60
2023-02-10,Benadryl,55
2023-02-11,Benadryl,48
2023-02-12,Benadryl,51
2023-02-13,Benadryl,66
2023-02-14,Benadryl,59
2023-02-15,Benadryl,66
2023-02-16,Benadryl,49
2023-02-17,Benadryl,42
2023-02-18,Benadryl,56
2023-02-19,Benadryl,60
2023-02-20,Benadryl,76
2023-02-21,Benadryl,80
2023-02-22,Benadryl,68
2023-02-23,Benadryl,58
2023-02-24,Benadryl,57
2023-02-25,Benadryl,52
2023-02-26,Benadryl,71
2023-02-27,Benadryl,66
2023-02-28,Benadryl,78
2023-03-01,Benadryl,74
2023-03-02,Benadryl,56
2023-03-03,Benadryl,57
2023-03-04,Benadryl,59
2023-03-05,Benadryl,66
2023-03-06,Benadryl,78
2023-03-07,Benadryl,81
2023-03-08,Benadryl,70
2023-03-09,Benadryl,74
2023-03-10,Benadryl,58
2023-03-11,Benadryl,56
2023-03-12,Benadryl,74
2023-03-13,Benadryl,89
2023-03-14,Benadryl,87
2023-03-15,Benadryl,82
2023-03-16,Benadryl,78
2023-03-17,Benadryl,57
2023-03-18,Benadryl,64
2023-03-19,Benadryl,70
2023-03-20,Benadryl,103
2023-03-21,Benadryl,101
2023-03-22,Benadryl,90
2023-03-23,Benadryl,73
2023-03-24,Benadryl,64
2023-03-25,Benadryl,70
2023-03-26,Benadryl,88
2023-03-27,Benadryl,95
2023-03-28,Benadryl,102
2023-03-29,Benadryl,100
2023-03-30,Benadryl,90
2023-03-31,Benadryl,75
2023-04-01,Benadryl,73
2023-04-02,Benadryl,91
2023-04-03,Benadryl,109
2023-04-04,Benadryl,110
2023-04-05,Benadryl,106
2023-04-06,Benadryl,83
2023-04-07,Benadryl,85
2023-04-08,Benadryl,81
2023-04-09,Benadryl,95
2023-04-10,Benadryl,117
2023-04-11,Benadryl,114
2023-04-12,Benadryl,110
2023-04-13,Benadryl,99
2023-04-14,Benadryl,76
2023-04-15,Benadryl,93
2023-04-16,Benadryl,97
2023-04-17,Benadryl,125
2023-04-18,Benadryl,121
2023-04-19,Benadryl,122
2023-04-20,Benadryl,95
2023-04-21,Benadryl,85
2023-04-22,Benadryl,87
2023-04-23,Benadryl,98
2023-04-24,Benadryl,122
2023-04-25,Benadryl,125
2023-04-26,Benadryl,112
2023-04-27,Benadryl,105
2023-04-28,Benadryl,99
2023-04-29,Benadryl,106
2023-04-30,Benadryl,110
2023-05-01,Benadryl,134
2023-05-02,Benadryl,146
2023-05-03,Benadryl,122
2023-05-04,Benadryl,114
2023-05-05,Benadryl,102
2023-05-06,Benadryl,92
2023-05-07,Benadryl,109
2023-05-08,Benadryl,139
2023-05-09,Benadryl,151
2023-05-10,Benadryl,127
2023-05-11,Benadryl,103
2023-05-12,Benadryl,101
2023-05-13,Benadryl,109
2023-05-14,Benadryl,123
2023-05-15,Benadryl,144
2023-05-16,Benadryl,156
2023-05-17,Benadryl,135
2023-05-18,Benadryl,114
2023-05-19,Benadryl,106
2023-05-20,Benadryl,112
2023-05-21,Benadryl,130
2023-05-22,Benadryl,160
2023-05-23,Benadryl,162
2023-05-24,Benadryl,143
2023-05-25,Benadryl,116
2023-05-26,Benadryl,113
2023-05-27,Benadryl,119
2023-05-28,Benadryl,135
2023-05-29,Benadryl,159
2023-05-30,Benadryl,167
2023-05-31,Benadryl,157
2023-06-01,Benadryl,130
2023-06-02,Benadryl,114
2023-06-03,Benadryl,122
2023-06-04,Benadryl,145
2023-06-05,Benadryl,163
2023-06-06,Benadryl,173
2023-06-07,Benadryl,150
2023-06-08,Benadryl,134
2023-06-09,Benadryl,111
2023-06-10,Benadryl,115
2023-06-11,Benadryl,142
2023-06-12,Benadryl,159
2023-06-13,Benadryl,169
2023-06-14,Benadryl,159
2023-06-15,Benadryl,133
2023-06-16,Benadryl,120
2023-06-17,Benadryl,126
2023-06-18,Benadryl,147
2023-06-19,Benadryl,165
2023-06-20,Benadryl,179
2023-06-21,Benadryl,159
2023-06-22,Benadryl,135
2023-06-23,Benadryl,119
2023-06-24,Benadryl,132
2023-06-25,Benadryl,142
2023-06-26,Benadryl,169
2023-06-27,Benadryl,180
2023-06-28,Benadryl,161
2023-06-29,Benadryl,133
2023-06-30,Benadryl,110
2023-07-01,Benadryl,124
2023-07-02,Benadryl,151
2023-07-03,Benadryl,175
2023-07-04,Benadryl,177
2023-07-05,Benadryl,163
2023-07-06,Benadryl,131
2023-07-07,Benadryl,122
2023-07-08,Benadryl,126
2023-07-09,Benadryl,150
2023-07-10,Benadryl,172
2023-07-11,Benadryl,180
2023-07-12,Benadryl,166
2023-07-13,Benadryl,138
2023-07-14,Benadryl,111
2023-07-15,Benadryl,127
2023-07-16,Benadryl,147
2023-07-17,Benadryl,169
2023-07-18,Benadryl,185
2023-07-19,Benadryl,157
2023-07-20,Benadryl,132
2023-07-21,Benadryl,108
2023-07-22,Benadryl,133
2023-07-23,Benadryl,153
2023-07-24,Benadryl,170
2023-07-25,Benadryl,180
2023-07-26,Benadryl,150
2023-07-27,Benadryl,137
2023-07-28,Benadryl,114
2023-07-29,Benadryl,132
2023-07-30,Benadryl,149
2023-07-31,Benadryl,170
2023-08-01,Benadryl,171
2023-08-02,Benadryl,155
2023-08-03,Benadryl,136
2023-08-04,Benadryl,113
2023-08-05,Benadryl,118
2023-08-06,Benadryl,152
2023-08-07,Benadryl,168
2023-08-08,Benadryl,167
2023-08-09,Benadryl,159
2023-08-10,Benadryl,129
2023-08-11,Benadryl,106
2023-08-12,Benadryl,117
2023-08-13,Benadryl,137
2023-08-14,Benadryl,165
2023-08-15,Benadryl,165
2023-08-16,Benadryl,153
2023-08-17,Benadryl,131
2023-08-18,Benadryl,124
2023-08-19,Benadryl,127
2023-08-20,Benadryl,139
2023-08-21,Benadryl,159
2023-08-22,Benadryl,161
2023-08-23,Benadryl,140
2023-08-24,Benadryl,113
2023-08-25,Benadryl,105
2023-08-26,Benadryl,122
2023-08-27,Benadryl,142
2023-08-28,Benadryl,155
2023-08-29,Benadryl,161
2023-08-30,Benadryl,141
2023-08-31,Benadryl,120
2023-09-01,Benadryl,101
2023-09-02,Benadryl,106
2023-09-03,Benadryl,133
2023-09-04,Benadryl,146
2023-09-05,Benadryl,156
2023-09-06,Benadryl,138
2023-09-07,Benadryl,123
2023-09-08,Benadryl,104
2023-09-09,Benadryl,107
2023-09-10,Benadryl,117
2023-09-11,Benadryl,141
2023-09-12,Benadryl,147
2023-09-13,Benadryl,133
2023-09-14,Benadryl,114
2023-09-15,Benadryl,98
2023-09-16,Benadryl,96
2023-09-17,Benadryl,122
2023-09-18,Benadryl,135
2023-09-19,Benadryl,137
2023-09-20,Benadryl,121
2023-09-21,Benadryl,104
2023-09-22,Benadryl,90
2023-09-23,Benadryl,102
2023-09-24,Benadryl,112
2023-09-25,Benadryl,133
2023-09-26,Benadryl,125
2023-09-27,Benadryl,124
2023-09-28,Benadryl,104
2023-09-29,Benadryl,81
2023-09-30,Benadryl,87
2023-10-01,Benadryl,104
2023-10-02,Benadryl,123
2023-10-03,Benadryl,123
2023-10-04,Benadryl,113
2023-10-05,Benadryl,98
2023-10-06,Benadryl,80
2023-10-07,Benadryl,88
2023-10-08,Benadryl,103
2023-10-09,Benadryl,102
2023-10-10,Benadryl,115
2023-10-11,Benadryl,113
2023-10-12,Benadryl,85
2023-10-13,Benadryl,73
2023-10-14,Benadryl,87
2023-10-15,Benadryl,96
2023-10-16,Benadryl,117
2023-10-17,Benadryl,110
2023-10-18,Benadryl,107
2023-10-19,Benadryl,80
2023-10-20,Benadryl,61
2023-10-21,Benadryl,80
2023-10-22,Benadryl,93
2023-10-23,Benadryl,106
2023-10-24,Benadryl,104
2023-10-25,Benadryl,102
2023-10-26,Benadryl,83
2023-10-27,Benadryl,73
2023-10-28,Benadryl,72
2023-10-29,Benadryl,77
2023-10-30,Benadryl,96
2023-10-31,Benadryl,100
2023-11-01,Benadryl,99
2023-11-02,Benadryl,75
2023-11-03,Benadryl,59
2023-11-04,Benadryl,69
2023-11-05,Benadryl,85
2023-11-06,Benadryl,98
2023-11-07,Benadryl,91
2023-11-08,Benadryl,82
2023-11-09,Benadryl,62
2023-11-10,Benadryl,57
2023-11-11,Benadryl,64
2023-11-12,Benadryl,65
2023-11-13,Benadryl,94
2023-11-14,Benadryl,84
2023-11-15,Benadryl,78
2023-11-16,Benadryl,66
2023-11-17,Benadryl,61
2023-11-18,Benadryl,59
2023-11-19,Benadryl,63
2023-11-20,Benadryl,80
2023-11-21,Benadryl,85
2023-11-22,Benadryl,67
2023-11-23,Benadryl,64
2023-11-24,Benadryl,53
2023-11-25,Benadryl,55
2023-11-26,Benadryl,60
2023-11-27,Benadryl,72
2023-11-28,Benadryl,77
2023-11-29,Benadryl,65
2023-11-30,Benadryl,51
2023-12-01,Benadryl,44
2023-12-02,Benadryl,52
2023-12-03,Benadryl,62
2023-12-04,Benadryl,68
2023-12-05,Benadryl,79
2023-12-06,Benadryl,55
2023-12-07,Benadryl,55
2023-12-08,Benadryl,37
2023-12-09,Benadryl,47
2023-12-10,Benadryl,58
2023-12-11,Benadryl,64
2023-12-12,Benadryl,57
2023-12-13,Benadryl,59
2023-12-14,Benadryl,50
2023-12-15,Benadryl,48
2023-12-16,Benadryl,38
2023-12-17,Benadryl,61
2023-12-18,Benadryl,49
2023-12-19,Benadryl,57
2023-12-20,Benadryl,58
2023-12-21,Benadryl,49
2023-12-22,Benadryl,49
2023-12-23,Benadryl,45
2023-12-24,Benadryl,51
2023-12-25,Benadryl,62
2023-12-26,Benadryl,49
2023-12-27,Benadryl,50
2023-12-28,Benadryl,40
2023-12-29,Benadryl,45
2023-12-30,Benadryl,49
2023-12-31,Benadryl,60
2023-01-01,Ondansetron,102
2023-01-02,Ondansetron,120
2023-01-03,Ondansetron,119
2023-01-04,Ondansetron,106
2023-01-05,Ondansetron,85
2023-01-06,Ondansetron,74
2023-01-07,Ondansetron,77
2023-01-08,Ondansetron,103
2023-01-09,Ondansetron,113
2023-01-10,Ondansetron,115
2023-01-11,Ondansetron,98
2023-01-12,Ondansetron,86
2023-01-13,Ondansetron,79
2023-01-14,Ondansetron,76
2023-01-15,Ondansetron,113
2023-01-16,Ondansetron,108
2023-01-17,Ondansetron,125
2023-01-18,Ondansetron,108
2023-01-19,Ondansetron,88
2023-01-20,Ondansetron,79
2023-01-21,Ondansetron,84
2023-01-22,Ondansetron,101
2023-01-23,Ondansetron,110
2023-01-24,Ondansetron,122
2023-01-25,Ondansetron,107
2023-01-26,Ondansetron,84
2023-01-27,Ondansetron,78
2023-01-28,Ondansetron,91
2023-01-29,Ondansetron,101
2023-01-30,Ondansetron,115
2023-01-31,Ondansetron,117
2023-02-01,Ondansetron,107
2023-02-02,Ondansetron,92
2023-02-03,Ondansetron,79
2023-02-04,Ondansetron,86
2023-02-05,Ondansetron,101
2023-02-06,Ondansetron,109
2023-02-07,Ondansetron,122
2023-02-08,Ondansetron,103
2023-02-09,Ondansetron,86
2023-02-10,Ondansetron,80
2023-02-11,Ondansetron,85
2023-02-12,Ondansetron,103
2023-02-13,Ondansetron,104
2023-02-14,Ondansetron,123
2023-02-15,Ondansetron,110
2023-02-16,Ondansetron,87
2023-02-17,Ondansetron,79
2023-02-18,Ondansetron,85
2023-02-19,Ondansetron,82
2023-02-20,Ondansetron,109
2023-02-21,Ondansetron,125
2023-02-22,Ondansetron,105
2023-02-23,Ondansetron,90
2023-02-24,Ondansetron,79
2023-02-25,Ondansetron,87
2023-02-26,Ondansetron,97
2023-02-27,Ondansetron,114
2023-02-28,Ondansetron,120
2023-03-01,Ondansetron,112
2023-03-02,Ondansetron,97
2023-03-03,Ondansetron,78
2023-03-04,Ondansetron,81
2023-03-05,Ondansetron,99
2023-03-06,Ondansetron,122
2023-03-07,Ondansetron,123
2023-03-08,Ondansetron,106
2023-03-09,Ondansetron,83
2023-03-10,Ondansetron,86
2023-03-11,Ondansetron,90
2023-03-12,Ondansetron,94
2023-03-13,Ondansetron,113
2023-03-14,Ondansetron,123
2023-03-15,Ondansetron,110
2023-03-16,Ondansetron,81
2023-03-17,Ondansetron,74
2023-03-18,Ondansetron,87
2023-03-19,Ondansetron,101
2023-03-20,Ondansetron,118
2023-03-21,Ondansetron,123
2023-03-22,Ondansetron,109
2023-03-23,Ondansetron,93
2023-03-24,Ondansetron,77
2023-03-25,Ondansetron,84
2023-03-26,Ondansetron,101
2023-03-27,Ondansetron,124
2023-03-28,Ondansetron,115
2023-03-29,Ondansetron,112
2023-03-30,Ondansetron,90
2023-03-31,Ondansetron,84
2023-04-01,Ondansetron,83
2023-04-02,Ondansetron,105
2023-04-03,Ondansetron,111
2023-04-04,Ondansetron,120
2023-04-05,Ondansetron,110
2023-04-06,Ondansetron,87
2023-04-07,Ondansetron,82
2023-04-08,Ondansetron,89
2023-04-09,Ondansetron,99
2023-04-10,Ondansetron,119
2023-04-11,Ondansetron,116
2023-04-12,Ondansetron,103
2023-04-13,Ondansetron,94
2023-04-14,Ondansetron,77
2023-04-15,Ondansetron,75
2023-04-16,Ondansetron,96
2023-04-17,Ondansetron,122
2023-04-18,Ondansetron,124
2023-04-19,Ondansetron,103
2023-04-20,Ondansetron,84
2023-04-21,Ondansetron,78
2023-04-22,Ondansetron,89
2023-04-23,Ondansetron,99
2023-04-24,Ondansetron,114
2023-04-25,Ondansetron,116
2023-04-26,Ondansetron,107
2023-04-27,Ondansetron,95
2023-04-28,Ondansetron,80
2023-04-29,Ondansetron,83
2023-04-30,Ondansetron,103
2023-05-01,Ondansetron,115
2023-05-02,Ondansetron,124
2023-05-03,Ondansetron,105
2023-05-04,Ondansetron,92
2023-05-05,Ondansetron,84
2023-05-06,Ondansetron,92
2023-05-07,Ondansetron,94
2023-05-08,Ondansetron,114
2023-05-09,Ondansetron,112
2023-05-10,Ondansetron,103
2023-05-11,Ondansetron,91
2023-05-12,Ondansetron,70
2023-05-13,Ondansetron,86
2023-05-14,Ondansetron,102
2023-05-15,Ondansetron,115
2023-05-16,Ondansetron,115
2023-05-17,Ondansetron,107
2023-05-18,Ondansetron,101
2023-05-19,Ondansetron,77
2023-05-20,Ondansetron,80
2023-05-21,Ondansetron,88
2023-05-22,Ondansetron,120
2023-05-23,Ondansetron,113
2023-05-24,Ondansetron,109
2023-05-25,Ondansetron,101
2023-05-26,Ondansetron,82
2023-05-27,Ondansetron,86
2023-05-28,Ondansetron,98
2023-05-29,Ondansetron,117
2023-05-30,Ondansetron,119
2023-05-31,Ondansetron,111
2023-06-01,Ondansetron,79
2023-06-02,Ondansetron,82
2023-06-03,Ondansetron,86
2023-06-04,Ondansetron,112
2023-06-05,Ondansetron,115
2023-06-06,Ondansetron,120
2023-06-07,Ondansetron,110
2023-06-08,Ondansetron,93
2023-06-09,Ondansetron,74
2023-06-10,Ondansetron,88
2023-06-11,Ondansetron,95
2023-06-12,Ondansetron,117
2023-06-13,Ondansetron,115
2023-06-14,Ondansetron,107
2023-06-15,Ondansetron,88
2023-06-16,Ondansetron,79
2023-06-17,Ondansetron,83
2023-06-18,Ondansetron,101
2023-06-19,Ondansetron,115
2023-06-20,Ondansetron,123
2023-06-21,Ondansetron,106
2023-06-22,Ondansetron,93
2023-06-23,Ondansetron,76
2023-06-24,Ondansetron,93
2023-06-25,Ondansetron,102
2023-06-26,Ondansetron,112
2023-06-27,Ondansetron,128
2023-06-28,Ondansetron,111
2023-06-29,Ondansetron,87
2023-06-30,Ondansetron,79
2023-07-01,Ondansetron,78
2023-07-02,Ondansetron,94
2023-07-03,Ondansetron,121
2023-07-04,Ondansetron,115
2023-07-05,Ondansetron,101
2023-07-06,Ondansetron,94
2023-07-07,Ondansetron,88
2023-07-08,Ondansetron,90
2023-07-09,Ondansetron,111
2023-07-10,Ondansetron,127
2023-07-11,Ondansetron,114
2023-07-12,Ondansetron,107
2023-07-13,Ondansetron,83
2023-07-14,Ondansetron,74
2023-07-15,Ondansetron,89
2023-07-16,Ondansetron,101
2023-07-17,Ondansetron,122
2023-07-18,Ondansetron,115
2023-07-19,Ondansetron,105
2023-07-20,Ondansetron,94
2023-07-21,Ondansetron,85
2023-07-22,Ondansetron,76
2023-07-23,Ondansetron,98
2023-07-24,Ondansetron,117
2023-07-25,Ondansetron,123
2023-07-26,Ondansetron,113
2023-07-27,Ondansetron,90
2023-07-28,Ondansetron,74
2023-07-29,Ondansetron,74
2023-07-30,Ondansetron,99
2023-07-31,Ondansetron,114
2023-08-01,Ondansetron,115
2023-08-02,Ondansetron,113
2023-08-03,Ondansetron,85
2023-08-04,Ondansetron,77
2023-08-05,Ondansetron,90
2023-08-06,Ondansetron,96
2023-08-07,Ondansetron,117
2023-08-08,Ondansetron,119
2023-08-09,Ondansetron,109
2023-08-10,Ondansetron,95
2023-08-11,Ondansetron,82
2023-08-12,Ondansetron,77
2023-08-13,Ondansetron,93
2023-08-14,Ondansetron,117
2023-08-15,Ondansetron,114
2023-08-16,Ondansetron,113
2023-08-17,Ondansetron,92
2023-08-18,Ondansetron,71
2023-08-19,Ondansetron,93
2023-08-20,Ondansetron,98
2023-08-21,Ondansetron,114
2023-08-22,Ondansetron,121
2023-08-23,Ondansetron,108
2023-08-24,Ondansetron,96
2023-08-25,Ondansetron,75
2023-08-26,Ondansetron,90
2023-08-27,Ondansetron,103
2023-08-28,Ondansetron,111
2023-08-29,Ondansetron,120
2023-08-30,Ondansetron,114
2023-08-31,Ondansetron,93
2023-09-01,Ondansetron,81
2023-09-02,Ondansetron,87
2023-09-03,Ondansetron,103
2023-09-04,Ondansetron,113
2023-09-05,Ondansetron,120
2023-09-06,Ondansetron,112
2023-09-07,Ondansetron,91
2023-09-08,Ondansetron,76
2023-09-09,Ondansetron,85
2023-09-10,Ondansetron,98
2023-09-11,Ondansetron,118
2023-09-12,Ondansetron,126
2023-09-13,Ondansetron,112
2023-09-14,Ondansetron,87
2023-09-15,Ondansetron,82
2023-09-16,Ondansetron,71
2023-09-17,Ondansetron,99
2023-09-18,Ondansetron,120
2023-09-19,Ondansetron,121
2023-09-20,Ondansetron,109
2023-09-21,Ondansetron,101
2023-09-22,Ondansetron,71
2023-09-23,Ondansetron,76
2023-09-24,Ondansetron,102
2023-09-25,Ondansetron,120
2023-09-26,Ondansetron,124
2023-09-27,Ondansetron,105
2023-09-28,Ondansetron,87
2023-09-29,Ondansetron,75
2023-09-30,Ondansetron,85
2023-10-01,Ondansetron,95
2023-10-02,Ondansetron,121
2023-10-03,Ondansetron,119
2023-10-04,Ondansetron,105
2023-10-05,Ondansetron,87
2023-10-06,Ondansetron,72
2023-10-07,Ondansetron,80
2023-10-08,Ondansetron,97
2023-10-09,Ondansetron,117
2023-10-10,Ondansetron,119
2023-10-11,Ondansetron,104
2023-10-12,Ondansetron,85
2023-10-13,Ondansetron,79
2023-10-14,Ondansetron,74
2023-10-15,Ondansetron,98
2023-10-16,Ondansetron,121
2023-10-17,Ondansetron,118
2023-10-18,Ondansetron,109
2023-10-19,Ondansetron,91
2023-10-20,Ondansetron,73
2023-10-21,Ondansetron,93
2023-10-22,Ondansetron,97
2023-10-23,Ondansetron,115
2023-10-24,Ondansetron,116
2023-10-25,Ondansetron,114
2023-10-26,Ondansetron,84
2023-10-27,Ondansetron,87
2023-10-28,Ondansetron,82
2023-10-29,Ondansetron,97
2023-10-30,Ondansetron,112
2023-10-31,Ondansetron,128
2023-11-01,Ondansetron,100
2023-11-02,Ondansetron,88
2023-11-03,Ondansetron,74
2023-11-04,Ondansetron,75
2023-11-05,Ondansetron,106
2023-11-06,Ondansetron,115
2023-11-07,Ondansetron,113
2023-11-08,Ondansetron,112
2023-11-09,Ondansetron,89
2023-11-10,Ondansetron,77
2023-11-11,Ondansetron,87
2023-11-12,Ondansetron,97
2023-11-13,Ondansetron,110
2023-11-14,Ondansetron,122
2023-11-15,Ondansetron,107
2023-11-16,Ondansetron,95
2023-11-17,Ondansetron,78
2023-11-18,Ondansetron,89
2023-11-19,Ondansetron,100
2023-11-20,Ondansetron,120
2023-11-21,Ondansetron,124
2023-11-22,Ondansetron,114
2023-11-23,Ondansetron,91
2023-11-24,Ondansetron,82
2023-11-25,Ondansetron,83
2023-11-26,Ondansetron,95
2023-11-27,Ondansetron,125
2023-11-28,Ondansetron,115
2023-11-29,Ondansetron,113
2023-11-30,Ondansetron,94
2023-12-01,Ondansetron,81
2023-12-02,Ondansetron,83
2023-12-03,Ondansetron,99
2023-12-04,Ondansetron,112
2023-12-05,Ondansetron,119
2023-12-06,Ondansetron,102
2023-12-07,Ondansetron,95
2023-12-08,Ondansetron,79
2023-12-09,Ondansetron,79
2023-12-10,Ondansetron,93
2023-12-11,Ondansetron,114
2023-12-12,Ondansetron,119
2023-12-13,Ondansetron,106
2023-12-14,Ondansetron,93
2023-12-15,Ondansetron,82
2023-12-16,Ondansetron,84
2023-12-17,Ondansetron,95
2023-12-18,Ondansetron,111
2023-12-19,Ondansetron,112
2023-12-20,Ondansetron,107
2023-12-21,Ondansetron,94
2023-12-22,Ondansetron,74
2023-12-23,Ondansetron,81
2023-12-24,Ondansetron,99
2023-12-25,Ondansetron,118
2023-12-26,Ondansetron,112
2023-12-27,Ondansetron,119
2023-12-28,Ondansetron,95
2023-12-29,Ondansetron,77
2023-12-30,Ondansetron,79
2023-12-31,Ondansetron,101
2023-01-01,Loperamide,102
2023-01-02,Loperamide,110
2023-01-03,Loperamide,113
2023-01-04,Loperamide,104
2023-01-05,Loperamide,91
2023-01-06,Loperamide,80
2023-01-07,Loperamide,95
2023-01-08,Loperamide,89
2023-01-09,Loperamide,112
2023-01-10,Loperamide,116
2023-01-11,Loperamide,111
2023-01-12,Loperamide,93
2023-01-13,Loperamide,79
2023-01-14,Loperamide,91
2023-01-15,Loperamide,94
2023-01-16,Loperamide,112
2023-01-17,Loperamide,112
2023-01-18,Loperamide,107
2023-01-19,Loperamide,89
2023-01-20,Loperamide,84
2023-01-21,Loperamide,93
2023-01-22,Loperamide,107
2023-01-23,Loperamide,109
2023-01-24,Loperamide,119
2023-01-25,Loperamide,112
2023-01-26,Loperamide,94
2023-01-27,Loperamide,92
2023-01-28,Loperamide,83
2023-01-29,Loperamide,100
2023-01-30,Loperamide,126
2023-01-31,Loperamide,121
2023-02-01,Loperamide,105
2023-02-02,Loperamide,86
2023-02-03,Loperamide,81
2023-02-04,Loperamide,89
2023-02-05,Loperamide,105
2023-02-06,Loperamide,111
2023-02-07,Loperamide,120
2023-02-08,Loperamide,106
2023-02-09,Loperamide,90
2023-02-10,Loperamide,85
2023-02-11,Loperamide,84
2023-02-12,Loperamide,103
2023-02-13,Loperamide,119
2023-02-14,Loperamide,116
2023-02-15,Loperamide,114
2023-02-16,Loperamide,85
2023-02-17,Loperamide,74
2023-02-18,Loperamide,81
2023-02-19,Loperamide,95
2023-02-20,Loperamide,118
2023-02-21,Loperamide,132
2023-02-22,Loperamide,114
2023-02-23,Loperamide,87
2023-02-24,Loperamide,75
2023-02-25,Loperamide,89
2023-02-26,Loperamide,94
2023-02-27,Loperamide,110
2023-02-28,Loperamide,121
2023-03-01,Loperamide,105
2023-03-02,Loperamide,91
2023-03-03,Loperamide,78
2023-03-04,Loperamide,84
2023-03-05,Loperamide,104
2023-03-06,Loperamide,118
2023-03-07,Loperamide,124
2023-03-08,Loperamide,111
2023-03-09,Loperamide,94
2023-03-10,Loperamide,80
2023-03-11,Loperamide,77
2023-03-12,Loperamide,99
2023-03-13,Loperamide,117
2023-03-14,Loperamide,119
2023-03-15,Loperamide,110
2023-03-16,Loperamide,101
2023-03-17,Loperamide,77
2023-03-18,Loperamide,82
2023-03-19,Loperamide,106
2023-03-20,Loperamide,116
2023-03-21,Loperamide,121
2023-03-22,Loperamide,105
2023-03-23,Loperamide,87
2023-03-24,Loperamide,74
2023-03-25,Loperamide,85
2023-03-26,Loperamide,95
